Time:1Hz,Epoch,F4,Event Id,Event Date,Event Duration
45.1875000000,723,1.3343579779,,,
45.2500000000,724,1.1765865105,,,
45.3125000000,725,1.1592478439,,,
45.3750000000,726,1.1709072602,,,
45.4375000000,727,1.1833219771,,,
45.5000000000,728,1.1967436513,,,
45.5625000000,729,1.3016914746,,,
45.6250000000,730,1.4032225334,,,
45.6875000000,731,1.4614244215,,,
45.7500000000,732,1.5549476947,,,
45.8125000000,733,1.4408544695,,,
45.8750000000,734,1.3503896752,,,
45.9375000000,735,1.2859607455,,,
46.0000000000,736,1.3632144439,,,
46.0625000000,737,1.4256570586,,,
46.1250000000,738,1.4380312398,,,
46.1875000000,739,1.5784528533,,,
46.2500000000,740,1.6597212194,,,
46.3125000000,741,1.7469994269,,,
46.3750000000,742,1.8923860146,,,
46.4375000000,743,1.8724725517,,,
46.5000000000,744,1.7981808815,,,
46.5625000000,745,1.6126702823,,,
46.6250000000,746,1.4264884032,,,
46.6875000000,747,1.2568846270,,,
46.7500000000,748,1.1440166676,,,
46.8125000000,749,1.0675040477,,,
46.8750000000,750,1.0246069399,,,
46.9375000000,751,1.0615851212,,,
47.0000000000,752,1.0031129178,,,
47.0625000000,753,0.9983389346,,,
47.1250000000,754,1.0713059158,,,
47.1875000000,755,1.1359041805,,,
47.2500000000,756,1.2471231062,,,
47.3125000000,757,1.3157675456,,,
47.3750000000,758,1.2200580385,,,
47.4375000000,759,1.0650167194,,,
47.5000000000,760,1.0295053349,,,
47.5625000000,761,1.0195267323,,,
47.6250000000,762,1.0615008219,,,
47.6875000000,763,1.1618332638,,,
47.7500000000,764,1.3509936816,,,
47.8125000000,765,1.5383666140,,,
47.8750000000,766,1.7140393670,,,
47.9375000000,767,1.6878929558,,,
48.0000000000,768,1.9070208554,,,
48.0625000000,769,2.2063744177,,,
48.1250000000,770,3.6343694522,,,
48.1875000000,771,5.1604186422,,,
48.2500000000,772,4.2873763344,,,
48.3125000000,773,3.0959509513,,,
48.3750000000,774,2.3579880139,,,
48.4375000000,775,1.9784164480,,,
48.5000000000,776,1.8486365935,,,
48.5625000000,777,1.8324008699,,,
48.6250000000,778,1.8613506697,,,
48.6875000000,779,1.8462462474,,,
48.7500000000,780,1.8084466138,,,
48.8125000000,781,1.9614968155,,,
48.8750000000,782,2.0710651361,,,
48.9375000000,783,2.0954445455,,,
49.0000000000,784,2.0712644322,,,
49.0625000000,785,2.0654946219,,,
49.1250000000,786,1.7072460845,,,
49.1875000000,787,1.3304419911,,,
49.2500000000,788,1.3321054962,,,
49.3125000000,789,1.4113680312,,,
49.3750000000,790,2.0028729767,,,
49.4375000000,791,3.0978144170,,,
49.5000000000,792,3.9675423548,,,
49.5625000000,793,3.8941343532,,,
49.6250000000,794,3.5645856032,,,
49.6875000000,795,3.1946748857,,,
49.7500000000,796,3.4103775288,,,
49.8125000000,797,3.3399919960,,,
49.8750000000,798,2.9492142560,,,
49.9375000000,799,2.9099376014,,,
50.0000000000,800,2.9529324988,,,
50.0625000000,801,3.1600263161,,,
50.1250000000,802,2.8673226981,,,
50.1875000000,803,2.4488422676,,,
50.2500000000,804,2.2991281152,,,
50.3125000000,805,2.2398983840,,,
50.3750000000,806,2.0950225262,,,
50.4375000000,807,1.8858040271,,,
50.5000000000,808,1.6607847708,,,
50.5625000000,809,1.4911570254,,,
50.6250000000,810,1.3503435218,,,
50.6875000000,811,1.3895268449,,,
50.7500000000,812,1.1642319869,,,
50.8125000000,813,0.9955531956,,,
50.8750000000,814,1.0089884802,,,
50.9375000000,815,1.0303619013,,,
51.0000000000,816,1.0016285451,,,
51.0625000000,817,0.8671007415,,,
51.1250000000,818,0.8814803372,,,
51.1875000000,819,0.9995593518,,,
