Time:1Hz,Epoch,F3,F4,C3,Cz,C4,P3,P4,O1,O2,Event Id,Event Date,Event Duration
17.8125000000,285,3.5615445384,2.3828446018,1.4425714341,1.2325100890,2.1525154037,2.0932251511,4.2748650242,2.3178268604,3.1935440435,,,
17.8750000000,286,3.9437133019,2.3106539132,1.5416325067,1.1149383415,2.2612040962,2.0430629639,4.5489793344,2.1253220009,3.3315183861,,,
17.9375000000,287,4.0871416812,2.2918229257,1.6029119491,1.0238205276,2.2715707612,1.9189710251,4.5442576298,1.8447009774,3.3637125432,,,
18.0000000000,288,4.0701139750,2.3062379833,1.5641424032,0.9941408631,2.1620551831,1.7763818692,4.2999853059,1.5474502509,3.2061892701,,,
18.0625000000,289,3.9022304173,2.3307620677,1.4144730425,0.9872774376,1.9547604972,1.5967694467,3.8243936814,1.3542395635,2.7918227698,,,
18.1250000000,290,3.6513814535,2.3392510241,1.2163815827,0.9707002852,1.6768929182,1.4593767668,3.2439552260,1.3050707613,2.3640790300,,,
18.1875000000,291,3.4207007636,2.2834894223,1.0904440697,0.9659558294,1.4788177051,1.4417285502,2.9191926902,1.4083640535,2.1981329863,,,
18.2500000000,292,3.2992030502,2.1040451411,1.0751349628,0.9775572396,1.4518227364,1.4065568989,2.8258492755,1.4617330257,2.1795180446,,,
18.3125000000,293,3.3211519152,1.8721758889,1.1180625038,0.9885641764,1.4670510683,1.3228387104,2.8064058352,1.4432883883,2.1331173141,,,
18.3750000000,294,3.4083675654,1.7150459079,1.1240178510,1.0081217731,1.4604980623,1.1126094222,2.7801128095,1.4267107740,2.0344940909,,,
18.4375000000,295,3.4687608753,1.5854742273,1.0506103266,1.0143404392,1.3655565401,0.8586225478,2.7352827138,1.4051095157,1.9418204792,,,
18.5000000000,296,3.4591887969,1.5283266639,0.9422311642,0.9701845040,1.2389518262,0.6862932228,2.6910991037,1.4002310840,1.8948679010,,,
18.5625000000,297,3.3697838976,1.2589350306,0.8513344514,0.9204408304,1.1404008013,0.4973541744,2.6435307957,1.3126076852,1.8719901826,,,
18.6250000000,298,3.1702221170,0.8270602247,0.8091208912,0.8922993226,1.0613125238,0.3385629798,2.5351548513,1.2150081238,1.8179948620,,,
18.6875000000,299,2.8706342081,0.5817765183,0.8055975935,0.8347869681,0.9714347005,0.2755897344,2.2586677624,1.1378415306,1.6867280510,,,
18.7500000000,300,2.2619731789,0.4932100764,0.7360725790,0.7386640529,0.7700542697,0.2514888251,1.6456396230,1.0617390381,1.4661034287,,,
18.8125000000,301,1.5708485489,0.4907870263,0.6319211943,0.7324779239,0.5615828576,0.2411356575,1.0706171147,1.0174876233,1.2751223906,,,
18.8750000000,302,1.2035834041,0.4957273093,0.5419690510,0.7639980885,0.4590895205,0.2347136907,0.7899517005,0.9937891317,1.1951509772,,,
18.9375000000,303,1.0245389393,0.4932158542,0.4680223990,0.7916745463,0.4214962628,0.2117869999,0.6436870769,1.0047038809,1.1407920912,,,
19.0000000000,304,0.9365608574,0.5013364534,0.4387504807,0.8187174929,0.4120285058,0.1971072407,0.5446498593,1.0627936670,1.1112366050,,,
19.0625000000,305,0.9530792882,0.5020869825,0.4471953687,0.8262344178,0.3888011771,0.2277012340,0.4999372817,1.0932339912,1.0868344410,,,
19.1250000000,306,1.0967138206,0.5155865206,0.4906795022,0.8154006195,0.3382339375,0.2967029074,0.5173298666,1.1002178168,1.0505675197,,,
19.1875000000,307,1.3061230677,0.5253740242,0.5779014610,0.7737856503,0.3491348682,0.3177579375,0.5693775508,1.0262380828,1.0245542682,,,
19.2500000000,308,1.3981860870,0.5932569498,0.6583710851,0.6966837746,0.4344543588,0.3226777941,0.6028606162,0.9014629419,0.9499339971,,,
19.3125000000,309,1.3895588723,0.7265777017,0.7006369875,0.6286968177,0.5823275750,0.3694354625,0.6120079358,0.8061711481,0.8311538936,,,
19.3750000000,310,1.3086474976,1.0398113362,0.7302692966,0.5887338490,0.7543284585,0.5215315244,0.6027024996,0.8149513671,0.7480444129,,,
19.4375000000,311,1.2684637267,1.2993024885,0.7368580676,0.5600461738,0.8191230994,0.6293077080,0.5842319457,0.8727037036,0.7227333708,,,
19.5000000000,312,1.3221453061,1.4269747119,0.7381870091,0.5375682085,0.8238837325,0.6523420732,0.5630850068,0.8835520795,0.7028148014,,,
19.5625000000,313,1.3907492847,1.6211689356,0.7290479629,0.5533371904,0.8298455399,0.6676609649,0.5459031069,0.8602782369,0.6635277026,,,
19.6250000000,314,1.4053334360,1.8125333764,0.7100259247,0.5513752118,0.8420255880,0.7020510161,0.5032261673,0.8059346324,0.5941397381,,,
19.6875000000,315,1.3250183450,1.9194733179,0.6753527921,0.5197412484,0.8456664869,0.7583351290,0.4651205187,0.7749754109,0.5821327565,,,
19.7500000000,316,1.2724990653,1.9965358689,0.6411355362,0.4449850484,0.8915021674,0.8916882687,0.4447407232,0.8822981000,0.5295814581,,,
19.8125000000,317,1.2469766907,2.1101352355,0.5865361743,0.3741402619,1.0695231827,1.1040297675,0.4376125099,1.3444475678,0.4381895067,,,
19.8750000000,318,1.2447205259,2.2736341412,0.5789249351,0.3678025111,1.2386273641,1.2591815893,0.4506010972,1.8857139288,0.4517849789,,,
19.9375000000,319,1.2384114144,2.4830095958,0.5967998915,0.3797348046,1.3941423235,1.4487593225,0.4817388850,2.3529888566,0.4814063535,,,
20.0000000000,320,1.2610549762,2.5374211443,0.6109467828,0.3782612609,1.4718336336,1.5347309411,0.5558344845,2.4339975730,0.4849677200,,,
20.0625000000,321,1.4095742190,2.7498675457,0.6180700299,0.3724293678,1.4881282815,1.5235923487,0.6357594235,2.5053405156,0.6172698734,,,
20.1250000000,322,1.4123002842,3.0539234805,0.5886713987,0.3780686084,1.5007715301,1.4779330364,0.6719855829,2.6610457507,0.8305553919,,,
20.1875000000,323,1.2050733503,3.3139295952,0.5154379409,0.4025285524,1.4686832240,1.4765549776,0.6607106554,2.7935900992,1.0125262285,,,
20.2500000000,324,1.0513455789,3.4053072840,0.4262516781,0.4494342426,1.3864124256,1.4979503675,0.6151769406,2.9079062091,1.1164365654,,,
20.3125000000,325,1.1012245856,3.3245097938,0.3546353678,0.4920494297,1.2587398809,1.4586113209,0.6276471374,2.9422899205,1.1280599181,,,
20.3750000000,326,1.3545294963,2.9988935815,0.3659960263,0.5754002450,1.1063354606,1.2974759710,0.7792101580,2.8699269903,1.2050192699,,,
20.4375000000,327,1.5504811615,2.7091399120,0.4177524551,0.7462487439,1.0506058365,1.1697307706,0.9349108499,2.9305008377,1.3155694582,,,
20.5000000000,328,1.5893125588,2.5054529287,0.4639740615,0.8753673159,1.0711292337,1.1185107664,1.0591752318,3.0992792730,1.3741096286,,,
20.5625000000,329,1.5140992103,2.2264300716,0.4852271076,0.9043123332,1.0800769636,1.0902084406,1.0637264445,3.2044810135,1.3844843181,,,
20.6250000000,330,1.4612097564,1.9862184720,0.4770940921,0.9033491215,1.0662230936,1.0773923224,1.0530854632,3.2839331249,1.3857455806,,,
20.6875000000,331,1.4685515621,1.8699230775,0.4608211063,0.9024614560,1.0243203360,1.0832481389,1.0675205240,3.3253511326,1.3715585844,,,
20.7500000000,332,1.5028271477,1.7972239067,0.4650507832,0.9005486621,0.9219254247,0.9974250258,1.1541206895,3.2167332146,1.4265773373,,,
20.8125000000,333,1.6043457581,1.7427515263,0.4834758450,0.8689698790,0.7467560340,0.7959236866,1.2654454831,2.7539310201,1.4874466724,,,
20.8750000000,334,1.6983916117,1.6990682557,0.4870455574,0.8146303110,0.6285266910,0.6420358012,1.3851459258,2.2162063295,1.4745653441,,,
20.9375000000,335,1.7747706814,1.5357173404,0.4889304117,0.7799504116,0.5536230849,0.4530415424,1.4526553000,1.7953299452,1.4429384615,,,
21.0000000000,336,1.8291321224,1.4960082379,0.5017031236,0.7721159375,0.5532128886,0.3557026983,1.4293687310,1.7521871841,1.5349279812,,,
21.0625000000,337,1.7559158243,1.2599153840,0.5217567999,0.7983159038,0.5602493998,0.3201925800,1.3898981995,1.6514189153,1.5217404800,,,
21.1250000000,338,1.6864606984,0.9159356998,0.5480533775,0.8142408243,0.5416484420,0.2903198410,1.3620508187,1.4160033119,1.4244041096,,,
21.1875000000,339,1.6685231559,0.6674553507,0.5657472269,0.7959902268,0.5301418495,0.2658782987,1.3178438683,1.2377995555,1.2731300867,,,
21.2500000000,340,1.6459283881,0.5536005051,0.5618804360,0.7451473112,0.5249874283,0.2427153401,1.2894575154,1.1267827980,1.1991330412,,,
21.3125000000,341,1.5057354559,0.5355375129,0.5392911930,0.6997936609,0.4993003329,0.2383266577,1.2211839743,1.0967497733,1.2389776331,,,
21.3750000000,342,1.2547031812,0.5548289813,0.4612941898,0.6223307232,0.4654596503,0.2455116178,1.0740124595,1.1163507950,1.2538422920,,,
21.4375000000,343,1.0692012592,0.5426708603,0.4037473209,0.4651777127,0.4412445719,0.2680942944,0.9613382870,1.0150653329,1.2327337797,,,
21.5000000000,344,0.9604903228,0.5460968528,0.3712686020,0.3290417841,0.4148604894,0.3121924134,0.8670615909,0.8763294641,1.2061943673,,,
21.5625000000,345,0.9392562850,0.5690079371,0.3546617763,0.2493494543,0.4250847527,0.3959727088,0.8646123432,0.8264342988,1.2453336744,,,
21.6250000000,346,0.9425112872,0.5947217315,0.3538796085,0.2296005787,0.4617912572,0.4651354684,0.8643922049,0.8494268709,1.3034368778,,,
21.6875000000,347,0.9702589937,0.5991834110,0.3728085231,0.2548833802,0.5032028382,0.4772700111,0.8467903417,0.8624826570,1.3185720542,,,
21.7500000000,348,0.9557159918,0.5587008579,0.3629452317,0.2724757836,0.5646893900,0.4792898544,0.7433241414,0.8521572335,1.2095949912,,,
21.8125000000,349,0.8392535093,0.4796653766,0.3399373215,0.2721744609,0.5617630511,0.4901470567,0.5995060641,0.8011917744,1.0913485236,,,
21.8750000000,350,0.7698284380,0.4055489124,0.3264745197,0.2736776099,0.5108856823,0.5470677009,0.4582638057,0.7812657582,1.0121200183,,,
21.9375000000,351,0.8311266540,0.5384463508,0.3157194331,0.2742121967,0.4333901509,0.6470638840,0.3642820930,0.8143807683,1.0197199523,,,
22.0000000000,352,0.8734229881,0.6966209656,0.3077071873,0.2705688739,0.3602552630,0.7274991073,0.3212158149,0.8384781501,0.9524304650,,,
22.0625000000,353,0.8167253212,0.7691558032,0.2975188539,0.2527810621,0.3383610778,0.7511092561,0.2726975535,0.8878706436,0.8471966554,,,
22.1250000000,354,0.7383298994,0.7929723197,0.2670917438,0.2353161849,0.3385540600,0.7505806719,0.2312845020,0.9342615286,0.7236433795,,,
22.1875000000,355,0.7081927125,0.7906633513,0.2414012456,0.2265399768,0.3323419420,0.7707025968,0.2327860812,0.9438524182,0.6983963090,,,
22.2500000000,356,0.7101657062,0.7748419162,0.3056485884,0.2269635126,0.3266470928,0.8544420790,0.2749332143,0.9617508117,0.7019664635,,,
22.3125000000,357,0.7131456710,0.7814414501,0.4386551052,0.2324769174,0.3562831328,0.9446108679,0.3347723497,0.9786921855,0.7052861966,,,
22.3750000000,358,0.7443716747,0.8083638345,0.5513929791,0.2801359109,0.4182739453,0.9940247639,0.3763588801,1.0497585992,0.7277850851,,,
22.4375000000,359,0.9130852941,0.8584142674,0.6501950169,0.4045657936,0.4731745764,0.9880688576,0.4745016271,1.1631890804,0.9532284469,,,
22.5000000000,360,1.2085841290,0.9497583701,0.6861133428,0.5619779257,0.5153294775,0.9580572765,0.6042283004,1.3126065105,1.2418159116,,,
22.5625000000,361,1.3439135459,1.0265528150,0.6885917898,0.7398105683,0.5076931698,0.8846783094,0.6363986488,1.5001584486,1.3375665012,,,
22.6250000000,362,1.3494191477,1.0690842132,0.6838003937,0.8510422024,0.4716720618,0.8043013357,0.6410556730,1.5474514854,1.3183428501,,,
22.6875000000,363,1.3148256014,1.1404993817,0.6740784876,0.8421836447,0.4409556626,0.7524018982,0.6523694887,1.5331926097,1.2942103566,,,
22.7500000000,364,1.2753930696,1.2384707789,0.6884188177,0.8221487556,0.3901104890,0.7203989466,0.6661807298,1.5459528170,1.3273513379,,,
22.8125000000,365,1.3129446929,1.2635687149,0.7019177698,0.8131045960,0.3680675042,0.7007182926,0.6768723152,1.5902192176,1.3417094660,,,
22.8750000000,366,1.4442164854,1.2894002952,0.7073009465,0.8063663330,0.3614954243,0.6790952693,0.6850787060,1.8157880030,1.4092756934,,,
22.9375000000,367,1.5230382937,1.2646805115,0.7233739114,0.8046477699,0.3676375462,0.6306964890,0.6864809536,2.1032043907,1.5440022536,,,
23.0000000000,368,1.6335409755,1.2860631919,0.7486132003,0.8140351522,0.3809334289,0.6060679811,0.6850998082,2.4014776082,1.7142844246,,,
23.0625000000,369,1.7804182230,1.4407446983,0.7766670043,0.8278565202,0.3883173829,0.6080021974,0.7079351416,2.6549236030,1.8916322517,,,
23.1250000000,370,1.8491929572,1.4883302665,0.7972928548,0.8519056348,0.4057554475,0.6101723462,0.7501710734,2.6595730306,2.0046739675,,,
23.1875000000,371,1.8698545030,1.4847544343,0.7856425494,0.9044090656,0.4499235874,0.6397381068,0.7666943718,2.6795646536,2.0340805660,,,
23.2500000000,372,1.8941712540,1.5661822027,0.7011845135,0.9824023339,0.4982899332,0.6515826209,0.7389907581,2.7662785862,2.0436943852,,,
23.3125000000,373,1.8999576160,1.6992321186,0.5664198094,1.0341372894,0.5004565344,0.6519862188,0.6920283744,2.8628089465,2.0268962846,,,
23.3750000000,374,1.8524658202,1.8348056258,0.4614250864,1.0038898622,0.4380851726,0.6281584107,0.6563042710,2.8902586160,1.9490319208,,,
23.4375000000,375,1.7222063655,1.8794236033,0.3834584059,0.8854872071,0.3934859610,0.6182508022,0.5756441695,2.8503903721,1.7318388824,,,
23.5000000000,376,1.5319521280,1.8116225750,0.4036245051,0.7385691192,0.3914054390,0.6042388295,0.4704916620,2.6830033341,1.4730545706,,,
23.5625000000,377,1.5622281672,1.9270920353,0.4649312575,0.5876860331,0.4783593660,0.6009410280,0.4958364156,2.4555210315,1.3204457108,,,
23.6250000000,378,1.8639716983,2.2299162110,0.5483211849,0.4728916730,0.6165445901,0.6084169494,0.5883953879,2.3236942732,1.3266233667,,,
23.6875000000,379,2.4813736997,2.6383832727,0.6489209199,0.4409500706,0.7313999818,0.6079692835,0.7065426382,2.3449116202,1.5661568302,,,
23.7500000000,380,3.3373249066,3.1953447111,0.7280831097,0.4553196504,0.7948325093,0.6383949768,0.8499931452,2.5458419770,2.0006730775,,,
23.8125000000,381,4.6567630235,3.8376774033,0.7763008520,0.4805184059,0.8370306969,0.7243559026,1.0119332508,2.8936100254,2.4965248325,,,
23.8750000000,382,5.7804130555,4.1978122265,0.7989782086,0.5056136796,0.8955753126,0.7792736446,1.1332539912,2.9553501622,2.6971358950,,,
23.9375000000,383,6.1058632246,4.1815396633,0.7866980805,0.5162005022,0.9539287821,0.7868814612,1.1861207861,2.6341947205,2.5767545128,,,
24.0000000000,384,6.0216258396,3.9978502848,0.7614997251,0.5074555113,0.9991587500,0.7439509448,1.2514687955,2.2242917054,2.3881873894,,,
24.0625000000,385,5.9156150013,3.7668790371,0.7236791633,0.4855357344,1.0332013229,0.7137905994,1.2830917727,1.8877765518,2.1988587622,,,
24.1250000000,386,5.9207236135,3.6917819989,0.6888851109,0.4921372421,1.0372557616,0.7068359163,1.2499873457,1.8263338310,2.1211591400,,,
24.1875000000,387,5.9364651947,3.7050272891,0.6890637396,0.5636300451,1.0041916039,0.6618040405,1.2219573216,1.8092109996,2.1464088634,,,
24.2500000000,388,5.9137160021,3.7031028136,0.7121538373,0.6525058490,0.9458621727,0.5850012514,1.2096716836,1.7470518513,2.1746552644,,,
24.3125000000,389,5.9113717338,3.6561977267,0.7470145966,0.7516988373,0.8984486834,0.5247202785,1.1883059731,1.7388296529,2.2198857125,,,
24.3750000000,390,5.9509699100,3.5912275525,0.7789628297,0.8416672330,0.8892455958,0.5556600268,1.1435036581,1.8505304461,2.2364749342,,,
24.4375000000,391,5.8888936257,3.6097795512,0.7581464859,0.8701339925,0.8713318141,0.6073582753,1.0962446513,1.8390246456,2.1653825774,,,
24.5000000000,392,5.8127143287,3.6341777073,0.6882288811,0.8951739498,0.8353717109,0.6457305405,1.0813820016,1.7916545313,2.2140357728,,,
24.5625000000,393,5.9769541915,3.4758723834,0.6233825014,0.9108310349,0.7641458054,0.6493641411,1.0847118943,1.7745224626,2.4910366814,,,
24.6250000000,394,6.4203701914,3.2360669171,0.5583942521,0.9291557902,0.7015881838,0.6341394538,1.1283604236,1.8227285875,2.7400165179,,,
24.6875000000,395,6.4377588197,2.8597029143,0.4699736773,0.9491656501,0.7293658140,0.6187191509,1.1448814222,1.7802340794,2.5934477569,,,
24.7500000000,396,5.7843124461,2.2640307983,0.3961587939,0.9435088728,0.8242622388,0.5757282338,1.0848012335,1.5551270251,2.1572113934,,,
24.8125000000,397,4.4383421540,1.5983153203,0.3422966877,0.9240618639,0.9247892722,0.5214552371,0.9911842038,1.2487516779,1.6589193643,,,
24.8750000000,398,3.1166266405,1.2165418025,0.3095446604,0.8995186240,0.9909620066,0.5345353527,0.9501421656,1.1874579811,1.3974264685,,,
24.9375000000,399,2.6001317999,1.1457220026,0.3082668268,0.8773850189,0.9613596447,0.5273053783,1.0064167157,1.3003604070,1.3715113025,,,
25.0000000000,400,2.5567556315,1.2018026784,0.3236929102,0.8759233719,0.9078733192,0.5408359150,1.0649258118,1.3735841215,1.4028584348,,,
25.0625000000,401,2.5859375859,1.2312436175,0.3556323509,0.9123462432,0.8683602758,0.5565676919,1.1877692450,1.3795639571,1.5302345900,,,
25.1250000000,402,2.6104250907,1.3353829995,0.3816905019,0.9009078058,0.8446979823,0.5682308651,1.2812168120,1.4149423978,1.6364692318,,,
25.1875000000,403,2.5885012694,1.4935834385,0.3812275320,0.7762709851,0.8500127498,0.5766624363,1.2985566432,1.5042020201,1.6184647792,,,
25.2500000000,404,2.5855587237,1.6972547164,0.3740859816,0.6282949031,0.9235851824,0.5821096380,1.3129250124,1.6320546776,1.5597614217,,,
25.3125000000,405,2.6369220958,1.7533290802,0.3923445714,0.5378073121,1.0333232430,0.5626500949,1.4200710484,1.6336463122,1.4820999066,,,
25.3750000000,406,2.7539337780,1.6948867767,0.3970724087,0.5154981166,1.0685095782,0.5409672009,1.5714455687,1.4069728199,1.4770000773,,,
25.4375000000,407,2.9333962192,1.7830223617,0.4378157828,0.4993948335,1.0677540353,0.5799197182,1.6874778196,1.3268558597,1.6210096617,,,
25.5000000000,408,3.0849742350,2.0585704207,0.5011383931,0.4662933466,1.0708164116,0.6544484082,1.7706419250,1.4222961924,1.8071899699,,,
25.5625000000,409,2.9003613844,2.2142771048,0.5365794743,0.4327609821,1.0630028960,0.7268594190,1.7418183825,1.5034649013,1.7375383388,,,
25.6250000000,410,2.1936495815,2.1054896445,0.5472950216,0.4142781117,0.9914911172,0.7697893391,1.6127592312,1.4792463964,1.5360790166,,,
25.6875000000,411,1.5876759407,2.0094011553,0.5329432370,0.4182839283,0.8445149317,0.8263138801,1.4819169764,1.4891422599,1.4536738764,,,
25.7500000000,412,1.4099038306,2.0320345650,0.5207563552,0.4209124082,0.6752401564,0.8967293522,1.3957837125,1.5103922453,1.4305916784,,,
25.8125000000,413,1.3793847856,2.1176528919,0.5322200790,0.4169070393,0.5260717386,0.8804240104,1.3214929292,1.4342622623,1.4251727180,,,
25.8750000000,414,1.3821240115,2.2132473693,0.5644105896,0.4171361023,0.4044510970,0.7785086735,1.2378120430,1.1938148146,1.4770031002,,,
25.9375000000,415,1.4571661361,2.4358465007,0.5811657006,0.4399180868,0.3751323704,0.7453202372,1.1466335160,1.1178849344,1.6022618656,,,
26.0000000000,416,1.4967473826,2.5811617602,0.5755699719,0.5092041851,0.4182773597,0.7632497758,1.0924902630,1.2443749753,1.6860579877,,,
26.0625000000,417,1.4317239741,2.6706610489,0.5445765185,0.5818687522,0.5345082735,0.8182048628,1.0069120085,1.6067014562,1.6523115458,,,
26.1250000000,418,1.3245651873,2.5883676302,0.5175564787,0.6188073489,0.6306711189,0.8508276931,0.9559542204,1.8419877235,1.5710799209,,,
26.1875000000,419,1.3743382260,2.4286544220,0.5133216149,0.6919433671,0.6957762986,0.9086483603,0.9692064229,2.1457052608,1.5874082313,,,
26.2500000000,420,1.4771651062,2.1675731610,0.5049269342,0.7602463397,0.6617721446,0.9383578624,0.9761796777,2.3901039797,1.6916244618,,,
26.3125000000,421,1.4698726849,2.0245715527,0.4562523868,0.7252612087,0.5548933520,0.9680922903,0.8849371785,2.4457936032,1.7315908106,,,
26.3750000000,422,1.3185828788,1.9845574772,0.4164431781,0.6348644943,0.5327897903,0.9425841188,0.7409822382,2.4627050812,1.7071080087,,,
26.4375000000,423,1.1280513855,1.8543712875,0.3656270530,0.6783621204,0.5942031282,0.8470471398,0.6146719824,2.4585339966,1.6543289058,,,
26.5000000000,424,0.9534841685,1.6830533404,0.3119109508,0.8051840108,0.6305633814,0.7414905064,0.5001666164,2.4589927624,1.5074278661,,,
26.5625000000,425,0.8814981038,1.5938844305,0.2720066778,0.9086899843,0.6246739691,0.6662544500,0.4575640487,2.4820486886,1.3955124060,,,
26.6250000000,426,0.8524759655,1.6603045108,0.2390980388,0.9935489213,0.6622063061,0.6934884040,0.5459583903,2.7009220439,1.3592150212,,,
26.6875000000,427,0.8882687362,1.9297904759,0.2471060198,1.0860575137,0.8219177021,0.7463533284,0.8297988693,3.0019405280,1.3608054133,,,
26.7500000000,428,1.3478576092,2.4010730709,0.3036206623,1.2014004002,1.1964453865,0.8921995669,1.3771786428,3.3163999904,1.3722312210,,,
26.8125000000,429,2.4291189023,2.9455094639,0.3442038846,1.2873579100,1.5600467227,1.0861080571,2.1852331540,3.4942475213,1.3893139600,,,
26.8750000000,430,3.4127407604,3.6017963557,0.3269376523,1.3008331619,1.7201497560,1.3218815141,2.8414656528,3.6320918203,1.4902266025,,,
26.9375000000,431,3.7720748286,3.9127085860,0.3001396043,1.2918352637,1.8558395681,1.4428082567,3.1684948020,3.7606031980,1.7574010899,,,
27.0000000000,432,3.9162438657,3.8717439100,0.3378849976,1.2559191034,1.8652958171,1.4262693663,3.2504459602,3.8049844012,2.0539630660,,,
27.0625000000,433,4.1770999210,3.7861206379,0.4270687773,1.2042877312,1.7716869033,1.3682419036,3.2436598953,3.6074080955,2.2212059120,,,
27.1250000000,434,4.3466896231,3.7788128694,0.5020470050,1.1973286070,1.6843451427,1.3228726949,3.2394983924,3.4148950074,2.2819247771,,,
27.1875000000,435,4.3775830971,3.7592231720,0.5405087733,1.1495186694,1.6239018840,1.2554152474,3.2299087241,3.0298929108,2.2239689869,,,
27.2500000000,436,4.3207370848,3.7269148558,0.5447141066,1.0614713473,1.6176967784,1.2100736547,3.2108569674,2.6132920222,2.1608336464,,,
27.3125000000,437,4.2815690185,3.6894983401,0.5437401524,1.0391182711,1.6476374933,1.1799823577,3.1869823435,2.4504074406,2.2358652171,,,
27.3750000000,438,4.2713146420,3.7615981904,0.5522143573,1.0719755124,1.6821287187,1.2037010669,3.1793695650,2.5136882706,2.3506353200,,,
27.4375000000,439,4.2997057575,3.9816153580,0.5691819144,1.0626438866,1.6677895817,1.2718199149,3.2102343183,2.6120782891,2.3172569109,,,
27.5000000000,440,4.3331949879,4.5519037063,0.5767175047,0.9833699786,1.7019529225,1.3721516835,3.2996321925,2.6716387289,2.2502075630,,,
27.5625000000,441,4.3139806598,5.2469393642,0.6062072292,0.9018054628,1.8417967302,1.4839692623,3.3946402150,2.7585024274,2.3404702392,,,
27.6250000000,442,4.4003120499,5.8753748448,0.6593027305,0.8346051399,1.9538887492,1.5160428008,3.4054388827,2.7185033480,2.4661025163,,,
27.6875000000,443,4.6154281565,6.4009460575,0.6814112362,0.7723229675,1.8473835458,1.4945632875,3.1617968563,2.5516827638,2.6101922352,,,
27.7500000000,444,4.6642248082,6.7974162100,0.6429491509,0.6663889241,1.4740856286,1.3703715760,2.6634904503,2.3686287387,2.8024904667,,,
27.8125000000,445,4.1136883522,7.0135152886,0.6179312917,0.5999774716,1.1196346073,1.2309456910,1.9422620770,2.3291115809,2.8935419415,,,
27.8750000000,446,3.3164987555,6.6848820664,0.6734503351,0.6516104926,0.9745988709,1.0411788525,1.3427816180,2.2466860640,2.7618443778,,,
27.9375000000,447,2.8557613196,6.2018673688,0.7411787801,0.6875971896,0.8612042761,0.9299082632,1.0236485834,2.0542305598,2.4282213356,,,
28.0000000000,448,2.6424377458,6.0290313588,0.6998430839,0.6559822573,0.8401818844,0.9201565362,0.9115582513,1.8044260339,2.1284555422,,,
28.0625000000,449,2.4682726823,6.0212938518,0.5966522184,0.6147463705,0.8231048847,0.9080694470,0.8530256230,1.6476674356,2.0148506793,,,
28.1250000000,450,2.3396480708,6.0425250873,0.5449662537,0.6277730473,0.8183785388,0.9208013235,0.8056483559,1.6631766142,1.9516266459,,,
28.1875000000,451,2.2929729640,6.0877432024,0.5623379376,0.8616655547,0.8403544224,0.9671484645,0.7888813597,1.8877597336,2.0749488015,,,
28.2500000000,452,2.3368787755,6.1097320481,0.6385949429,1.2140317491,0.8543678318,0.9931091086,0.8089811164,2.1568791423,2.2603385607,,,
28.3125000000,453,2.4641478268,6.1385589307,0.7400518288,1.4867563988,0.8480644502,1.0011037927,0.8499805730,2.4277876470,2.4277964622,,,
28.3750000000,454,2.6972040263,6.1494415448,0.8295747821,1.7088312755,0.8177418742,0.9933804034,0.8726536378,2.7668420838,2.5927052461,,,
28.4375000000,455,2.9272820103,6.0983895903,0.8739664467,1.8390733180,0.7779933261,0.9742935831,0.8412229239,3.0356779380,2.6601270957,,,
28.5000000000,456,3.2046173729,5.7821658119,0.8611497958,1.9056028944,0.6965660557,0.9409696228,0.7436480155,3.1408757019,2.6442453191,,,
28.5625000000,457,3.3400240218,5.4774570129,0.8515048591,1.9466562328,0.5708598723,0.9283883434,0.6432917162,3.2487741819,2.5136411943,,,
28.6250000000,458,3.2874134465,5.4167908110,0.8297332494,1.9125011227,0.5484595143,1.0472734923,0.5707225342,3.6078374714,2.3705325981,,,
28.6875000000,459,3.1922927817,5.3233132803,0.7893516364,1.8591200655,0.7023283727,1.2112478929,0.5805357835,4.2229617550,2.2977700745,,,
28.7500000000,460,2.9990752033,4.9128802349,0.7826459071,1.8706181051,0.8794392885,1.2323530589,0.6766991253,4.6971096979,2.3792428361,,,
28.8125000000,461,2.6689799948,4.3494256361,0.7984368308,1.8974410094,1.0446852117,1.1934525151,0.7529896892,4.9781635777,2.6578655423,,,
28.8750000000,462,2.5688877573,4.0433506383,0.7612112428,1.8843974377,1.1563056420,1.1486803712,0.7813836665,5.1404925899,2.9905849152,,,
28.9375000000,463,2.5980017761,4.0564028559,0.7091900976,1.8800563257,1.1746500682,1.1266691124,0.8012998580,5.1830956230,3.1391053781,,,
29.0000000000,464,2.5404286464,4.1544101137,0.7211811737,1.9043466442,1.1447251291,1.1147810417,0.8029339191,5.2999276880,3.1344712066,,,
29.0625000000,465,2.4314704641,4.2400020279,0.7621038055,1.9187371095,1.1377326220,1.1160737756,0.8404967445,5.4555408969,3.0713320825,,,
29.1250000000,466,2.5800665405,4.4684085489,0.7541028685,1.8737676584,1.1361126872,1.1090414764,1.0407212841,5.5112244349,3.0900737253,,,
29.1875000000,467,2.8659673513,4.8322824079,0.6988025427,1.6224044306,1.1016443271,1.0883171807,1.3736621726,5.3423262982,2.9902470602,,,
29.2500000000,468,2.9521579432,5.0285765059,0.6146936223,1.2889077524,1.0649504323,1.0753714151,1.5521693332,5.0745447677,2.7396012061,,,
29.3125000000,469,2.8356768438,5.0587777720,0.5243548363,1.0708706372,1.0668856182,1.0654221272,1.5894129298,4.8791253593,2.5201026885,,,
